objectSid;userPrincipalName;displayName;givenName;manager ;CN;DN;OU;SN;department;title;mail;mobilePhone;userAccountControl
01050000000000051500000007E53B2B782E9D139522F87F69180000;test_user_name@horns_and_hooves.ru;Татьяна Станиславовна;Татьяна Станиславовна;CN=Дмитрий Александрович,OU=Финансовая дирекция,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Татьяна Станиславовна;CN=Татьяна Станиславовна,OU=Бухгалтерия,OU=Финансовая дирекция,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Бартошевич;Бухгалтерия;Главный бухгалтер;test_user_name@horns_and_hooves.ru;+7 (000) 123-45-67;66048
01050000000000051500000007E53B2B782E9D139522F87F011C0000;test_user_name@horns_and_hooves.ru;Елена Николаевна;Елена Николаевна;CN=Станислав Владимирович,OU=Отдел внешнеэкономической деятельности,OU=Дирекция логистики,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Елена Николаевна;CN=Елена Николаевна,OU=Отдел внешнеэкономической деятельности,OU=Дирекция логистики,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Мартынова;внешнеэкономической деятельности;Специалист по таможенному экспорту;test_user_name@horns_and_hooves.ru;;66048
01050000000000051500000007E53B2B782E9D139522F87F7E180000;test_user_name@horns_and_hooves.ru;Ирина Владимировна;Ирина Владимировна;CN=Татьяна Станиславовна,OU=Бухгалтерия,OU=Финансовая дирекция,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Ирина Владимировна;CN=Ирина Владимировна,OU=Производственный отдел,OU=Бухгалтерия,OU=Финансовая дирекция,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Борисова;Производственный отдел;Начальник отдела;test_user_name@horns_and_hooves.ru;;66048
01050000000000051500000007E53B2B782E9D139522F87FEB290000;test_user_name@horns_and_hooves.ru;Екатерина Валерьевна;Екатерина Валерьевна;CN=Ирина Владимировна,OU=Производственный отдел,OU=Бухгалтерия,OU=Финансовая дирекция,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Екатерина Валерьевна;CN=Екатерина Валерьевна,OU=Производственный отдел,OU=Бухгалтерия,OU=Финансовая дирекция,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Подъяблонская;Производственный отдел;Бухгалтер;test_user_name@horns_and_hooves.ru;;66048
01050000000000051500000007E53B2B782E9D139522F87F7B2A0000;test_user_name@horns_and_hooves.ru;Марина Леонидовна;Марина Леонидовна;CN=Максим Витальевич,OU=Дирекция международного развития,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Марина Леонидовна;CN=Марина Леонидовна,OU=Отдел обучения,OU=Дирекция международного развития,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Шкуланова;Отдел обучения;Менеджер по работе с ключевыми партнерами;test_user_name@horns_and_hooves.ru;+7 (000) 123-45-67;66048
01050000000000051500000007E53B2B782E9D139522F87F842A0000;test_user_name@horns_and_hooves.ru;Ирина Григорьевна;Ирина Григорьевна;CN=Татьяна Вениаминовна,OU=Отдел сервисной поддержки консультантов,OU=Дирекция продаж,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Ирина Григорьевна;CN=Ирина Григорьевна,OU=Отдел сервисной поддержки консультантов,OU=Дирекция продаж,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Селезнева;Отдел сервисной поддержки консультантов;Координатор по поддержке пунктов выдачи;test_user_name@horns_and_hooves.ru;+7 (000) 123-45-67;66048
01050000000000051500000007E53B2B782E9D139522F87F3E2A0000;test_user_name@horns_and_hooves.ru;Алексей Александрович;Алексей Александрович;CN=Антон Сергеевич,OU=Служба бизнес-решений,OU=Дирекция информационных технологий,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Алексей Александрович;CN=Алексей Александрович,OU=Служба бизнес-решений,OU=Дирекция информационных технологий,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Ковылин;Служба бизнес-решений;руководитель проектов;test_user_name@horns_and_hooves.ru;+7 (000) 123-45-67;66048
01050000000000051500000007E53B2B782E9D139522F87F432A0000;test_user_name@horns_and_hooves.ru;Наталья Владимировна;Наталья Владимировна;CN=Ольга Владимировна,OU=Офис,OU=РРЦ Москва,OU=Дирекция логистики,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Наталья Владимировна;CN=Наталья Владимировна,OU=Участок контроля качества,OU=РРЦ Москва,OU=Дирекция логистики,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Тарасова;контроля качества;Оператор;test_user_name@horns_and_hooves.ru;;66048
01050000000000051500000007E53B2B782E9D139522F87FE2190000;test_user_name@horns_and_hooves.ru;Геннадий;Геннадий;;Нечаев Геннадий;CN=Геннадий,OU=Users,OU=Fired,DC=Рога и Копыта,DC=ru;;Нечаев;ОАО Рога и Копыта;;;;66050
01050000000000051500000007E53B2B782E9D139522F87F28250000;test_user_name@horns_and_hooves.ru;Ольга Александровна;Ольга Александровна;CN=Ольга Владимировна,OU=Офис,OU=РРЦ Москва,OU=Дирекция логистики,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Ольга Александровна;CN=Ольга Александровна,OU=Участок экспедиции,OU=РРЦ Москва,OU=Дирекция логистики,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Антонова;Участок экспедиции;Начальник участка;test_user_name@horns_and_hooves.ru;+7 (000) 123-45-67;66048
01050000000000051500000007E53B2B782E9D139522F87F3D250000;test_user_name@horns_and_hooves.ru;Елена Вячеславовна;Елена Вячеславовна;CN=Светлана Николаевна,OU=Бухгалтерия,OU=ООО Рога и Копыта Столица,OU=FL,DC=Рога и Копыта,DC=ru;Елена Вячеславовна;CN=Елена Вячеславовна,OU=Бухгалтерия,OU=ООО Рога и Копыта Столица,OU=FL,DC=Рога и Копыта,DC=ru;;Быкова;Бухгалтерия;Бухгалтер;test_user_name@horns_and_hooves.ru;;66048
01050000000000051500000007E53B2B782E9D139522F87F3A2A0000;test_user_name@horns_and_hooves.ru;CrawlService;CrawlService;;CrawlService;CN=CrawlService,OU=Point,OU=Cloud,DC=Рога и Копыта,DC=ru;;;;;;;66048
01050000000000051500000007E53B2B782E9D139522F87FB11C0000;test_user_name@horns_and_hooves.ru;Axapta Администратор;Администратор;;Axapta Администратор;CN=Axapta Администратор,OU=Users,OU=Fired,DC=Рога и Копыта,DC=ru;;Axapta;;;;;66050
01050000000000051500000007E53B2B782E9D139522F87F40250000;test_user_name@horns_and_hooves.ru;Рубен Хачатурович;Рубен Хачатурович;;Рубен Хачатурович;CN=Рубен Хачатурович,OU=Отдел закупок,OU=Департамент косметики и парфюмерии,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Хачатуров;Отдел закупок;Водитель-экспедитор;test_user_name@horns_and_hooves.ru;+7 (000) 123-45-67;66048
01050000000000051500000007E53B2B782E9D139522F87F0C180000;test_user_name@horns_and_hooves.ru;Станислав Владимирович;Станислав Владимирович;CN=Александр Николаевич,OU=Дирекция логистики,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Станислав Владимирович;CN=Станислав Владимирович,OU=Отдел внешнеэкономической деятельности,OU=Дирекция логистики,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Борисов;внешнеэкономической деятельности;Начальник отдела;test_user_name@horns_and_hooves.ru;+7 (000) 123-45-67;66048
01050000000000051500000007E53B2B782E9D139522F87F1C2B0000;test_user_name@horns_and_hooves.ru;Игорь Иванович;Игорь Иванович;;Игорь Иванович;CN=Игорь Иванович,OU=ЧОП Эллипс FL,OU=FL,DC=Рога и Копыта,DC=ru;;Иванов;ЧОП Эллипс FL;Водитель;test_user_name@horns_and_hooves.ru;;66048
01050000000000051500000007E53B2B782E9D139522F87F972A0000;test_user_name@horns_and_hooves.ru;Ирэна Валентиновна;Ирэна Валентиновна;CN=Елена Николаевна,OU=Дирекция продаж,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Ирэна Валентиновна;CN=Ирэна Валентиновна,OU=Дирекция продаж,OU=РРЦ Екатеринбург,OU=Дирекция логистики,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Лукиянова;Дирекция продаж;Директор по продажам направления ""Уральский регион"";test_user_name@horns_and_hooves.ru;+7 (000) 123-45-67;66048
01050000000000051500000007E53B2B782E9D139522F87FC92A0000;test_user_name@horns_and_hooves.ru;Илья Владимирович;Илья Владимирович;CN=Дмитрий Александрович,OU=Финансовая дирекция,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Илья Владимирович;CN=Илья Владимирович,OU=Финансовая дирекция,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Дерябин;Финансовая дирекция;Финансовый контролер;test_user_name@horns_and_hooves.ru;;66048
01050000000000051500000007E53B2B782E9D139522F87FBE240000;test_user_name@horns_and_hooves.ru;APPLE;APPLE;CN=Нина Ремовна,OU=Отдел массовых коммуникаций,OU=Департамент маркетинга и планирования,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;APPLE;CN=APPLE,OU=Отдел массовых коммуникаций,OU=Департамент маркетинга и планирования,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;;;;;;66048
01050000000000051500000007E53B2B782E9D139522F87F8C2D0000;test_user_name@horns_and_hooves.ru;Елена Николаевна;Елена Николаевна;CN=Маргарита Валентиновна,OU=Участок фасовки и упаковки косметической массы,OU=Цех Кислородная косметика,OU=Производство,OU=Департамент косметики и парфюмерии,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Елена Николаевна;CN=Елена Николаевна,OU=Технологическая служба,OU=Производство,OU=Департамент косметики и парфюмерии,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Афанасьева;Технологическая служба;Технолог;test_user_name@horns_and_hooves.ru;;66048
01050000000000051500000007E53B2B782E9D139522F87F962A0000;test_user_name@horns_and_hooves.ru;Максим Витальевич;Максим Витальевич;CN=Владислав Андреевич,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Максим Витальевич;CN=Максим Витальевич,OU=Дирекция международного развития,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Рыпаленко;международного развития;Директор по международному развитию бизнеса;test_user_name@horns_and_hooves.ru;+7 (000) 123-45-67;66048
01050000000000051500000007E53B2B782E9D139522F87F570C0000;test_user_name@horns_and_hooves.ru;Маргарита Викторовна;Маргарита Викторовна;CN=Владислав Андреевич,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Маргарита Викторовна;CN=Маргарита Викторовна,OU=Юридическая служба,OU=Административно-управленческий персонал,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Маслова;Юридическая служба;Юрисконсульт;test_user_name@horns_and_hooves.ru;;66048
01050000000000051500000007E53B2B782E9D139522F87F2D3B0000;test_user_name@horns_and_hooves.ru;Склад2;Склад2;;Склад2;CN=Склад2,OU=ОСП Базисный склад г.Домодедово,OU=Базисный склад,OU=Дирекция логистики,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;;;;;;66048
01050000000000051500000007E53B2B782E9D139522F87FA02D0000;test_user_name@horns_and_hooves.ru;Елена Сергеевна;Елена Сергеевна;;Елена Сергеевна;CN=Елена Сергеевна,OU=Users,OU=Fired,DC=Рога и Копыта,DC=ru;;Зюзина;;;;;514
01050000000000051500000007E53B2B782E9D139522F87FBB2D0000;test_user_name@horns_and_hooves.ru;Михаил Петрович;Михаил Петрович;CN=Алексей Александрович,OU=Отдел внутреннего аудита,OU=Финансовая дирекция,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Михаил Петрович;CN=Михаил Петрович,OU=Отдел внутреннего аудита,OU=Финансовая дирекция,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Яковлев;внутреннего аудита;Аудитор;test_user_name@horns_and_hooves.ru;+7 (000) 123-45-67;66048
01050000000000051500000007E53B2B782E9D139522F87F3E1C0000;test_user_name@horns_and_hooves.ru;Наталья Васильевна;Наталья Васильевна;;Наталья Васильевна;CN=Наталья Васильевна,OU=Users,OU=Fired,DC=Рога и Копыта,DC=ru;;Скворцова;Кислородная косметика;Начальник цеха кислородной косметики;test_user_name@horns_and_hooves.ru;;66050
01050000000000051500000007E53B2B782E9D139522F87F72350000;test_user_name@horns_and_hooves.ru;Ольга Леонидовна;Ольга Леонидовна;;Ольга Леонидовна;CN=Ольга Леонидовна,OU=Декрет,OU=FL,DC=Рога и Копыта,DC=ru;;Богданова;Декрет;Руководитель направления;test_user_name@horns_and_hooves.ru;+7 (000) 123-45-67;66048
01050000000000051500000007E53B2B782E9D139522F87F992D0000;test_user_name@horns_and_hooves.ru;Елена Николаевна;Елена Николаевна;;Елена Николаевна;CN=Елена Николаевна,OU=Отдел производственного планирования,OU=Департамент косметики и парфюмерии,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Цаплина;производственного планирования;Ведущий специалист по планированию;test_user_name@horns_and_hooves.ru;+7 (000) 123-45-67;66048
01050000000000051500000007E53B2B782E9D139522F87FAE2D0000;test_user_name@horns_and_hooves.ru;Дарья Сергеевна;Дарья Сергеевна;;Дарья Сергеевна;CN=Дарья Сергеевна,OU=Users,OU=Fired,DC=Рога и Копыта,DC=ru;;Тямисова;Декрет;;;;66050
01050000000000051500000007E53B2B782E9D139522F87FE0290000;test_user_name@horns_and_hooves.ru;Галина Федоровна;Галина Федоровна;CN=Татьяна Станиславовна,OU=Бухгалтерия,OU=Финансовая дирекция,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Галина Федоровна;CN=Галина Федоровна,OU=Отдел реализации,OU=Бухгалтерия,OU=Финансовая дирекция,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Моисеева;Отдел реализации;Начальник отдела;test_user_name@horns_and_hooves.ru;;66048
01050000000000051500000007E53B2B782E9D139522F87FCC2D0000;test_user_name@horns_and_hooves.ru;Татьяна Евгеньевна;Татьяна Евгеньевна;CN=Татьяна Станиславовна,OU=Бухгалтерия,OU=Финансовая дирекция,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Татьяна Евгеньевна;CN=Татьяна Евгеньевна,OU=Финансовый отдел,OU=Бухгалтерия,OU=Финансовая дирекция,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Виклушкина;Финансовый отдел;Бухгалтер;test_user_name@horns_and_hooves.ru;;66048
01050000000000051500000007E53B2B782E9D139522F87F403B0000;test_user_name@horns_and_hooves.ru;Елена Юрьевна;Елена Юрьевна;CN=Татьяна Станиславовна,OU=Бухгалтерия,OU=Финансовая дирекция,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Елена Юрьевна;CN=Елена Юрьевна,OU=Бухгалтерия,OU=Финансовая дирекция,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Цыганова;Бухгалтерия;Заместитель главного бухгалтера по общим вопросам;test_user_name@horns_and_hooves.ru;;66048
01050000000000051500000007E53B2B782E9D139522F87F152A0000;test_user_name@horns_and_hooves.ru;Елена Алексеевна;Елена Алексеевна;CN=Татьяна Станиславовна,OU=Бухгалтерия,OU=Финансовая дирекция,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Елена Алексеевна;CN=Елена Алексеевна,OU=Группа расчетов с персоналом,OU=Бухгалтерия,OU=Финансовая дирекция,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Ильязова;Группа расчетов с персоналом;Руководитель группы;test_user_name@horns_and_hooves.ru;;66048
01050000000000051500000007E53B2B782E9D139522F87F4F330000;test_user_name@horns_and_hooves.ru;Татьяна Анатольевна;Татьяна Анатольевна;CN=Галина Федоровна,OU=Отдел реализации,OU=Бухгалтерия,OU=Финансовая дирекция,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Татьяна Анатольевна;CN=Татьяна Анатольевна,OU=Отдел реализации,OU=Бухгалтерия,OU=Финансовая дирекция,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Позднякова;Отдел реализации;Бухгалтер;test_user_name@horns_and_hooves.ru;;66048
01050000000000051500000007E53B2B782E9D139522F87F800D0000;test_user_name@horns_and_hooves.ru;Валентина Николаевна;Валентина Николаевна;CN=Владислав Андреевич,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Валентина Николаевна;CN=Валентина Николаевна,OU=Административно-управленческий персонал,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Кукушкина;Административно-управленческий персонал;Инженер по охране труда;test_user_name@horns_and_hooves.ru;+7 (000) 123-45-67;66048
01050000000000051500000007E53B2B782E9D139522F87F5C2D0000;test_user_name@horns_and_hooves.ru;Татьяна Анатольевна;Татьяна Анатольевна;CN=Татьяна Станиславовна,OU=Бухгалтерия,OU=Финансовая дирекция,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Татьяна Анатольевна;CN=Татьяна Анатольевна,OU=Отдел реализации,OU=Бухгалтерия,OU=Финансовая дирекция,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Краснова;Отдел реализации;отдела реализации;test_user_name@horns_and_hooves.ru;;66048
01050000000000051500000007E53B2B782E9D139522F87F55350000;test_user_name@horns_and_hooves.ru;Екатерина Олеговна;Екатерина Олеговна;CN=Станислав Владимирович,OU=Отдел внешнеэкономической деятельности,OU=Дирекция логистики,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Екатерина Олеговна;CN=Екатерина Олеговна,OU=Отдел внешнеэкономической деятельности,OU=Дирекция логистики,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Ильина;внешнеэкономической деятельности;Ведущий специалист по таможенному оформлению;test_user_name@horns_and_hooves.ru;;66048
01050000000000051500000007E53B2B782E9D139522F87F542B0000;test_user_name@horns_and_hooves.ru;Светлана Николаевна;Светлана Николаевна;CN=Нина Ремовна,OU=Отдел массовых коммуникаций,OU=Департамент маркетинга и планирования,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Светлана Николаевна;CN=Светлана Николаевна,OU=Отдел массовых коммуникаций,OU=Департамент маркетинга и планирования,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Симоненко;массовых коммуникаций;Менеджер по массовым коммуникациям;test_user_name@horns_and_hooves.ru;;66048
01050000000000051500000007E53B2B782E9D139522F87F4F3B0000;test_user_name@horns_and_hooves.ru;Татьяна Ивановна;Татьяна Ивановна;;Татьяна Ивановна;CN=Татьяна Ивановна,OU=ЧОП Эллипс FL,OU=FL,DC=Рога и Копыта,DC=ru;;Корнеева;ЧОП Эллипс FL;Бухгалтер;test_user_name@horns_and_hooves.ru;;66048
01050000000000051500000007E53B2B782E9D139522F87FD4190000;test_user_name@horns_and_hooves.ru;Виктория Николаевна;Виктория Николаевна;;Виктория Николаевна;CN=Виктория Николаевна,OU=Производственные склады,OU=Производство,OU=Департамент косметики и парфюмерии,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Коновалова;Производственные склады;Менеджер по складской логистике направления ""Кислородная космети;test_user_name@horns_and_hooves.ru;+7 (000) 123-45-67;66048
01050000000000051500000007E53B2B782E9D139522F87FA42D0000;test_user_name@horns_and_hooves.ru;Екатерина Сергеевна;Екатерина Сергеевна;;Екатерина Сергеевна;CN=Екатерина Сергеевна,OU=Производственные склады,OU=Производство,OU=Департамент косметики и парфюмерии,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Докукина;Производственные склады;Кладовщик;test_user_name@horns_and_hooves.ru;;66048
01050000000000051500000007E53B2B782E9D139522F87F7A2D0000;test_user_name@horns_and_hooves.ru;Виктория Сергеевна;Виктория Сергеевна;CN=Ирина Александровна,OU=Отдел бюджетирования и финансового анализа,OU=Финансовая дирекция,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Виктория Сергеевна;CN=Виктория Сергеевна,OU=Отдел бюджетирования и финансового анализа,OU=Финансовая дирекция,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Калачева;Отдел бюджетирования и финансового анализа;Специалист;test_user_name@horns_and_hooves.ru;;66048
01050000000000051500000007E53B2B782E9D139522F87FD42D0000;test_user_name@horns_and_hooves.ru;Ольга Владимировна;Ольга Владимировна;CN=Наталья Васильевна,OU=Users,OU=Fired,DC=Рога и Копыта,DC=ru;Ольга Владимировна;CN=Ольга Владимировна,OU=Цех наработки косметической массы,OU=Цех Кислородная косметика,OU=Производство,OU=Департамент косметики и парфюмерии,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Биткова;Цех наработки косметической массы;Мастер;test_user_name@horns_and_hooves.ru;;66048
01050000000000051500000007E53B2B782E9D139522F87FE4190000;test_user_name@horns_and_hooves.ru;Андрей Владимирович;Андрей Владимирович;;Андрей Владимирович;CN=Андрей Владимирович,OU=ЗАО Интерсервис,OU=FL,DC=Рога и Копыта,DC=ru;;Бинат;ЗАО Интерсервис;Генеральный директор;test_user_name@horns_and_hooves.ru;+7 (000) 123-45-67;66048
01050000000000051500000007E53B2B782E9D139522F87F47080000;test_user_name@horns_and_hooves.ru;Наталия Владимировна;Наталия Владимировна;CN=Дмитрий Александрович,OU=Финансовая дирекция,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Наталия Владимировна;CN=Наталия Владимировна,OU=Отдел управления ликвидностью,OU=Финансовая дирекция,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Кухтинова;управления ликвидностью;Специалист;test_user_name@horns_and_hooves.ru;+7 (000) 123-45-67;66048
01050000000000051500000007E53B2B782E9D139522F87FD5240000;test_user_name@horns_and_hooves.ru;Андрей Анатольевич;Андрей Анатольевич;CN=Ирина Федоровна,OU=Отдел разработки новых продуктов,OU=Департамент косметики и парфюмерии,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Андрей Анатольевич;CN=Андрей Анатольевич,OU=Производственные склады,OU=Производство,OU=Департамент косметики и парфюмерии,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Страшнов;Производственные склады;Заведующий складом направления ""Парфюмерия"";test_user_name@horns_and_hooves.ru;+7 (000) 123-45-67;66048
01050000000000051500000007E53B2B782E9D139522F87F483B0000;test_user_name@horns_and_hooves.ru;Евгения Михайловна;Евгения Михайловна;CN=Ирина Борисовна,OU=Департамент косметики и парфюмерии,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Евгения Михайловна;CN=Евгения Михайловна,OU=Отдел контроля качеством,OU=Департамент косметики и парфюмерии,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Куклева;контроля качеством;Директор по качеству;test_user_name@horns_and_hooves.ru;;66048
01050000000000051500000007E53B2B782E9D139522F87FA82D0000;test_user_name@horns_and_hooves.ru;Сергей Борисович;Сергей Борисович;CN=Ирина Борисовна,OU=Департамент косметики и парфюмерии,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Сергей Борисович;CN=Сергей Борисович,OU=Производственные склады,OU=Производство,OU=Департамент косметики и парфюмерии,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Сакун;Производственные склады;Кладовщик;test_user_name@horns_and_hooves.ru;;66048
01050000000000051500000007E53B2B782E9D139522F87F0B240000;test_user_name@horns_and_hooves.ru;Олег Николаевич;Олег Николаевич;CN=Владислав Андреевич,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Олег Николаевич;CN=Олег Николаевич,OU=Административно-управленческий персонал,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Куренков;Административно-управленческий персонал;по АХО;test_user_name@horns_and_hooves.ru;+7 (000) 123-45-67;66048
01050000000000051500000007E53B2B782E9D139522F87F9E2D0000;test_user_name@horns_and_hooves.ru;Елена Валерьевна;Елена Валерьевна;CN=Евгения Михайловна,OU=Отдел контроля качеством,OU=Департамент косметики и парфюмерии,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Елена Валерьевна;CN=Елена Валерьевна,OU=Физико-химическая лаборатория,OU=Отдел контроля качеством,OU=Департамент косметики и парфюмерии,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Варганова;Физико-химическая лаборатория;по качеству;test_user_name@horns_and_hooves.ru;+7 (000) 123-45-67;66048
01050000000000051500000007E53B2B782E9D139522F87F45330000;test_user_name@horns_and_hooves.ru;Светлана Евгеньевна;Светлана Евгеньевна;CN=Маргарита Валентиновна,OU=Участок фасовки и упаковки косметической массы,OU=Цех Кислородная косметика,OU=Производство,OU=Департамент косметики и парфюмерии,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Светлана Евгеньевна;CN=Светлана Евгеньевна,OU=Цех наработки косметической массы,OU=Цех Кислородная косметика,OU=Производство,OU=Департамент косметики и парфюмерии,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Цой;Цех наработки косметической массы;Начальник цеха;test_user_name@horns_and_hooves.ru;;66048
01050000000000051500000007E53B2B782E9D139522F87F1D2A0000;test_user_name@horns_and_hooves.ru;Гульнар Жакслыковна;Гульнар Жакслыковна;;Гульнар Жакслыковна;CN=Гульнар Жакслыковна,OU=Участок фасовки и упаковки косметической массы,OU=Цех Кислородная косметика,OU=Производство,OU=Департамент косметики и парфюмерии,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Урангалиева;Участок фасовки и упаковки косметической массы;Мастер;test_user_name@horns_and_hooves.ru;;66048
01050000000000051500000007E53B2B782E9D139522F87FE5190000;test_user_name@horns_and_hooves.ru;Николай Григорьевич;Николай Григорьевич;;Николай Григорьевич;CN=Николай Григорьевич,OU=ЗАО Интерсервис,OU=FL,DC=Рога и Копыта,DC=ru;;Дудник;ЗАО Интерсервис;Начальник службы ИТО\зам.директора;test_user_name@horns_and_hooves.ru;+7 (000) 123-45-67;66048
01050000000000051500000007E53B2B782E9D139522F87F6D240000;test_user_name@horns_and_hooves.ru;Маргарита Валентиновна;Маргарита Валентиновна;CN=Наталья Васильевна,OU=Users,OU=Fired,DC=Рога и Копыта,DC=ru;Маргарита Валентиновна;CN=Маргарита Валентиновна,OU=Участок фасовки и упаковки косметической массы,OU=Цех Кислородная косметика,OU=Производство,OU=Департамент косметики и парфюмерии,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Лысенко;Участок фасовки и упаковки косметической массы;Начальник цеха;test_user_name@horns_and_hooves.ru;;66048
